   46    2.500000000000000E+01    1.500000000000000E+01
   28    1.800000000000000E+01    1.500000000000000E+01
   29    1.800000000000000E+01    1.700000000000000E+01
   20    1.500000000000000E+01    1.900000000000000E+01
   30    1.800000000000000E+01    1.900000000000000E+01
   31    1.800000000000000E+01    2.100000000000000E+01
   32    1.800000000000000E+01    2.300000000000000E+01
   21    1.500000000000000E+01    2.500000000000000E+01
   33    1.800000000000000E+01    2.500000000000000E+01
   34    1.800000000000000E+01    2.700000000000000E+01
   35    1.800000000000000E+01    2.900000000000000E+01
   36    1.800000000000000E+01    3.100000000000000E+01
   22    1.500000000000000E+01    3.100000000000000E+01
   37    1.800000000000000E+01    3.300000000000000E+01
   38    1.800000000000000E+01    3.500000000000000E+01
   39    1.800000000000000E+01    3.700000000000000E+01
   23    1.500000000000000E+01    3.700000000000000E+01
   40    1.800000000000000E+01    3.900000000000000E+01
   41    1.800000000000000E+01    4.100000000000000E+01
   42    1.800000000000000E+01    4.200000000000000E+01
   43    1.800000000000000E+01    4.400000000000000E+01
   44    1.800000000000000E+01    4.500000000000000E+01
   24    1.500000000000000E+01    4.300000000000000E+01
   11    5.000000000000000E+00    4.300000000000000E+01
    4    0.000000000000000E+00    3.900000000000000E+01
   10    5.000000000000000E+00    3.700000000000000E+01
    9    5.000000000000000E+00    3.100000000000000E+01
    3    0.000000000000000E+00    2.700000000000000E+01
    2    0.000000000000000E+00    2.600000000000000E+01
    8    5.000000000000000E+00    2.500000000000000E+01
    7    5.000000000000000E+00    1.900000000000000E+01
    6    5.000000000000000E+00    1.300000000000000E+01
